root,MR_number,slice_number,localImPath,localMaskPath
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,2,IMG-0007-00025,CHAOS_Train_Sets\Train_Sets\MR\2\T2SPIR\DICOM_anon\IMG-0007-00025.dcm,CHAOS_Train_Sets\Train_Sets\MR\2\T2SPIR\Ground\IMG-0007-00025.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,2,IMG-0007-00026,CHAOS_Train_Sets\Train_Sets\MR\2\T2SPIR\DICOM_anon\IMG-0007-00026.dcm,CHAOS_Train_Sets\Train_Sets\MR\2\T2SPIR\Ground\IMG-0007-00026.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,20,IMG-0029-00001,CHAOS_Train_Sets\Train_Sets\MR\20\T2SPIR\DICOM_anon\IMG-0029-00001.dcm,CHAOS_Train_Sets\Train_Sets\MR\20\T2SPIR\Ground\IMG-0029-00001.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,20,IMG-0029-00002,CHAOS_Train_Sets\Train_Sets\MR\20\T2SPIR\DICOM_anon\IMG-0029-00002.dcm,CHAOS_Train_Sets\Train_Sets\MR\20\T2SPIR\Ground\IMG-0029-00002.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,20,IMG-0029-00003,CHAOS_Train_Sets\Train_Sets\MR\20\T2SPIR\DICOM_anon\IMG-0029-00003.dcm,CHAOS_Train_Sets\Train_Sets\MR\20\T2SPIR\Ground\IMG-0029-00003.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,20,IMG-0029-00004,CHAOS_Train_Sets\Train_Sets\MR\20\T2SPIR\DICOM_anon\IMG-0029-00004.dcm,CHAOS_Train_Sets\Train_Sets\MR\20\T2SPIR\Ground\IMG-0029-00004.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,20,IMG-0029-00005,CHAOS_Train_Sets\Train_Sets\MR\20\T2SPIR\DICOM_anon\IMG-0029-00005.dcm,CHAOS_Train_Sets\Train_Sets\MR\20\T2SPIR\Ground\IMG-0029-00005.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,20,IMG-0029-00006,CHAOS_Train_Sets\Train_Sets\MR\20\T2SPIR\DICOM_anon\IMG-0029-00006.dcm,CHAOS_Train_Sets\Train_Sets\MR\20\T2SPIR\Ground\IMG-0029-00006.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,20,IMG-0029-00007,CHAOS_Train_Sets\Train_Sets\MR\20\T2SPIR\DICOM_anon\IMG-0029-00007.dcm,CHAOS_Train_Sets\Train_Sets\MR\20\T2SPIR\Ground\IMG-0029-00007.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,20,IMG-0029-00008,CHAOS_Train_Sets\Train_Sets\MR\20\T2SPIR\DICOM_anon\IMG-0029-00008.dcm,CHAOS_Train_Sets\Train_Sets\MR\20\T2SPIR\Ground\IMG-0029-00008.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,20,IMG-0029-00009,CHAOS_Train_Sets\Train_Sets\MR\20\T2SPIR\DICOM_anon\IMG-0029-00009.dcm,CHAOS_Train_Sets\Train_Sets\MR\20\T2SPIR\Ground\IMG-0029-00009.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,20,IMG-0029-00010,CHAOS_Train_Sets\Train_Sets\MR\20\T2SPIR\DICOM_anon\IMG-0029-00010.dcm,CHAOS_Train_Sets\Train_Sets\MR\20\T2SPIR\Ground\IMG-0029-00010.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,20,IMG-0029-00011,CHAOS_Train_Sets\Train_Sets\MR\20\T2SPIR\DICOM_anon\IMG-0029-00011.dcm,CHAOS_Train_Sets\Train_Sets\MR\20\T2SPIR\Ground\IMG-0029-00011.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,20,IMG-0029-00012,CHAOS_Train_Sets\Train_Sets\MR\20\T2SPIR\DICOM_anon\IMG-0029-00012.dcm,CHAOS_Train_Sets\Train_Sets\MR\20\T2SPIR\Ground\IMG-0029-00012.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,20,IMG-0029-00013,CHAOS_Train_Sets\Train_Sets\MR\20\T2SPIR\DICOM_anon\IMG-0029-00013.dcm,CHAOS_Train_Sets\Train_Sets\MR\20\T2SPIR\Ground\IMG-0029-00013.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,20,IMG-0029-00014,CHAOS_Train_Sets\Train_Sets\MR\20\T2SPIR\DICOM_anon\IMG-0029-00014.dcm,CHAOS_Train_Sets\Train_Sets\MR\20\T2SPIR\Ground\IMG-0029-00014.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,20,IMG-0029-00015,CHAOS_Train_Sets\Train_Sets\MR\20\T2SPIR\DICOM_anon\IMG-0029-00015.dcm,CHAOS_Train_Sets\Train_Sets\MR\20\T2SPIR\Ground\IMG-0029-00015.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,20,IMG-0029-00016,CHAOS_Train_Sets\Train_Sets\MR\20\T2SPIR\DICOM_anon\IMG-0029-00016.dcm,CHAOS_Train_Sets\Train_Sets\MR\20\T2SPIR\Ground\IMG-0029-00016.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,20,IMG-0029-00017,CHAOS_Train_Sets\Train_Sets\MR\20\T2SPIR\DICOM_anon\IMG-0029-00017.dcm,CHAOS_Train_Sets\Train_Sets\MR\20\T2SPIR\Ground\IMG-0029-00017.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,20,IMG-0029-00018,CHAOS_Train_Sets\Train_Sets\MR\20\T2SPIR\DICOM_anon\IMG-0029-00018.dcm,CHAOS_Train_Sets\Train_Sets\MR\20\T2SPIR\Ground\IMG-0029-00018.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,20,IMG-0029-00019,CHAOS_Train_Sets\Train_Sets\MR\20\T2SPIR\DICOM_anon\IMG-0029-00019.dcm,CHAOS_Train_Sets\Train_Sets\MR\20\T2SPIR\Ground\IMG-0029-00019.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,20,IMG-0029-00020,CHAOS_Train_Sets\Train_Sets\MR\20\T2SPIR\DICOM_anon\IMG-0029-00020.dcm,CHAOS_Train_Sets\Train_Sets\MR\20\T2SPIR\Ground\IMG-0029-00020.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,20,IMG-0029-00021,CHAOS_Train_Sets\Train_Sets\MR\20\T2SPIR\DICOM_anon\IMG-0029-00021.dcm,CHAOS_Train_Sets\Train_Sets\MR\20\T2SPIR\Ground\IMG-0029-00021.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,20,IMG-0029-00022,CHAOS_Train_Sets\Train_Sets\MR\20\T2SPIR\DICOM_anon\IMG-0029-00022.dcm,CHAOS_Train_Sets\Train_Sets\MR\20\T2SPIR\Ground\IMG-0029-00022.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,20,IMG-0029-00023,CHAOS_Train_Sets\Train_Sets\MR\20\T2SPIR\DICOM_anon\IMG-0029-00023.dcm,CHAOS_Train_Sets\Train_Sets\MR\20\T2SPIR\Ground\IMG-0029-00023.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,20,IMG-0029-00024,CHAOS_Train_Sets\Train_Sets\MR\20\T2SPIR\DICOM_anon\IMG-0029-00024.dcm,CHAOS_Train_Sets\Train_Sets\MR\20\T2SPIR\Ground\IMG-0029-00024.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,20,IMG-0029-00025,CHAOS_Train_Sets\Train_Sets\MR\20\T2SPIR\DICOM_anon\IMG-0029-00025.dcm,CHAOS_Train_Sets\Train_Sets\MR\20\T2SPIR\Ground\IMG-0029-00025.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,20,IMG-0029-00026,CHAOS_Train_Sets\Train_Sets\MR\20\T2SPIR\DICOM_anon\IMG-0029-00026.dcm,CHAOS_Train_Sets\Train_Sets\MR\20\T2SPIR\Ground\IMG-0029-00026.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,21,IMG-0001-00001,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\DICOM_anon\IMG-0001-00001.dcm,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\Ground\IMG-0001-00001.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,21,IMG-0001-00002,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\DICOM_anon\IMG-0001-00002.dcm,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\Ground\IMG-0001-00002.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,21,IMG-0001-00003,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\DICOM_anon\IMG-0001-00003.dcm,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\Ground\IMG-0001-00003.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,21,IMG-0001-00004,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\DICOM_anon\IMG-0001-00004.dcm,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\Ground\IMG-0001-00004.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,21,IMG-0001-00005,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\DICOM_anon\IMG-0001-00005.dcm,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\Ground\IMG-0001-00005.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,21,IMG-0001-00006,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\DICOM_anon\IMG-0001-00006.dcm,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\Ground\IMG-0001-00006.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,21,IMG-0001-00007,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\DICOM_anon\IMG-0001-00007.dcm,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\Ground\IMG-0001-00007.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,21,IMG-0001-00008,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\DICOM_anon\IMG-0001-00008.dcm,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\Ground\IMG-0001-00008.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,21,IMG-0001-00009,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\DICOM_anon\IMG-0001-00009.dcm,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\Ground\IMG-0001-00009.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,21,IMG-0001-00010,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\DICOM_anon\IMG-0001-00010.dcm,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\Ground\IMG-0001-00010.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,21,IMG-0001-00011,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\DICOM_anon\IMG-0001-00011.dcm,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\Ground\IMG-0001-00011.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,21,IMG-0001-00012,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\DICOM_anon\IMG-0001-00012.dcm,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\Ground\IMG-0001-00012.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,21,IMG-0001-00013,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\DICOM_anon\IMG-0001-00013.dcm,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\Ground\IMG-0001-00013.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,21,IMG-0001-00014,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\DICOM_anon\IMG-0001-00014.dcm,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\Ground\IMG-0001-00014.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,21,IMG-0001-00015,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\DICOM_anon\IMG-0001-00015.dcm,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\Ground\IMG-0001-00015.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,21,IMG-0001-00016,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\DICOM_anon\IMG-0001-00016.dcm,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\Ground\IMG-0001-00016.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,21,IMG-0001-00017,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\DICOM_anon\IMG-0001-00017.dcm,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\Ground\IMG-0001-00017.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,21,IMG-0001-00018,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\DICOM_anon\IMG-0001-00018.dcm,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\Ground\IMG-0001-00018.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,21,IMG-0001-00019,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\DICOM_anon\IMG-0001-00019.dcm,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\Ground\IMG-0001-00019.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,21,IMG-0001-00020,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\DICOM_anon\IMG-0001-00020.dcm,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\Ground\IMG-0001-00020.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,21,IMG-0001-00021,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\DICOM_anon\IMG-0001-00021.dcm,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\Ground\IMG-0001-00021.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,21,IMG-0001-00022,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\DICOM_anon\IMG-0001-00022.dcm,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\Ground\IMG-0001-00022.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,21,IMG-0001-00023,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\DICOM_anon\IMG-0001-00023.dcm,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\Ground\IMG-0001-00023.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,21,IMG-0001-00024,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\DICOM_anon\IMG-0001-00024.dcm,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\Ground\IMG-0001-00024.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,21,IMG-0001-00025,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\DICOM_anon\IMG-0001-00025.dcm,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\Ground\IMG-0001-00025.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,21,IMG-0001-00026,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\DICOM_anon\IMG-0001-00026.dcm,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\Ground\IMG-0001-00026.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,21,IMG-0001-00027,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\DICOM_anon\IMG-0001-00027.dcm,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\Ground\IMG-0001-00027.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,21,IMG-0001-00028,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\DICOM_anon\IMG-0001-00028.dcm,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\Ground\IMG-0001-00028.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,21,IMG-0001-00029,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\DICOM_anon\IMG-0001-00029.dcm,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\Ground\IMG-0001-00029.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,21,IMG-0001-00030,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\DICOM_anon\IMG-0001-00030.dcm,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\Ground\IMG-0001-00030.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,21,IMG-0001-00031,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\DICOM_anon\IMG-0001-00031.dcm,CHAOS_Train_Sets\Train_Sets\MR\21\T2SPIR\Ground\IMG-0001-00031.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,22,IMG-0008-00001,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\DICOM_anon\IMG-0008-00001.dcm,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\Ground\IMG-0008-00001.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,22,IMG-0008-00002,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\DICOM_anon\IMG-0008-00002.dcm,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\Ground\IMG-0008-00002.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,22,IMG-0008-00003,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\DICOM_anon\IMG-0008-00003.dcm,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\Ground\IMG-0008-00003.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,22,IMG-0008-00004,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\DICOM_anon\IMG-0008-00004.dcm,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\Ground\IMG-0008-00004.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,22,IMG-0008-00005,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\DICOM_anon\IMG-0008-00005.dcm,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\Ground\IMG-0008-00005.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,22,IMG-0008-00006,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\DICOM_anon\IMG-0008-00006.dcm,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\Ground\IMG-0008-00006.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,22,IMG-0008-00007,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\DICOM_anon\IMG-0008-00007.dcm,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\Ground\IMG-0008-00007.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,22,IMG-0008-00008,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\DICOM_anon\IMG-0008-00008.dcm,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\Ground\IMG-0008-00008.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,22,IMG-0008-00009,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\DICOM_anon\IMG-0008-00009.dcm,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\Ground\IMG-0008-00009.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,22,IMG-0008-00010,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\DICOM_anon\IMG-0008-00010.dcm,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\Ground\IMG-0008-00010.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,22,IMG-0008-00011,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\DICOM_anon\IMG-0008-00011.dcm,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\Ground\IMG-0008-00011.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,22,IMG-0008-00012,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\DICOM_anon\IMG-0008-00012.dcm,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\Ground\IMG-0008-00012.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,22,IMG-0008-00013,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\DICOM_anon\IMG-0008-00013.dcm,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\Ground\IMG-0008-00013.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,22,IMG-0008-00014,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\DICOM_anon\IMG-0008-00014.dcm,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\Ground\IMG-0008-00014.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,22,IMG-0008-00015,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\DICOM_anon\IMG-0008-00015.dcm,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\Ground\IMG-0008-00015.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,22,IMG-0008-00016,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\DICOM_anon\IMG-0008-00016.dcm,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\Ground\IMG-0008-00016.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,22,IMG-0008-00017,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\DICOM_anon\IMG-0008-00017.dcm,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\Ground\IMG-0008-00017.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,22,IMG-0008-00018,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\DICOM_anon\IMG-0008-00018.dcm,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\Ground\IMG-0008-00018.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,22,IMG-0008-00019,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\DICOM_anon\IMG-0008-00019.dcm,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\Ground\IMG-0008-00019.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,22,IMG-0008-00020,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\DICOM_anon\IMG-0008-00020.dcm,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\Ground\IMG-0008-00020.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,22,IMG-0008-00021,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\DICOM_anon\IMG-0008-00021.dcm,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\Ground\IMG-0008-00021.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,22,IMG-0008-00022,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\DICOM_anon\IMG-0008-00022.dcm,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\Ground\IMG-0008-00022.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,22,IMG-0008-00023,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\DICOM_anon\IMG-0008-00023.dcm,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\Ground\IMG-0008-00023.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,22,IMG-0008-00024,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\DICOM_anon\IMG-0008-00024.dcm,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\Ground\IMG-0008-00024.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,22,IMG-0008-00025,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\DICOM_anon\IMG-0008-00025.dcm,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\Ground\IMG-0008-00025.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,22,IMG-0008-00026,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\DICOM_anon\IMG-0008-00026.dcm,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\Ground\IMG-0008-00026.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,22,IMG-0008-00027,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\DICOM_anon\IMG-0008-00027.dcm,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\Ground\IMG-0008-00027.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,22,IMG-0008-00028,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\DICOM_anon\IMG-0008-00028.dcm,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\Ground\IMG-0008-00028.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,22,IMG-0008-00029,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\DICOM_anon\IMG-0008-00029.dcm,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\Ground\IMG-0008-00029.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,22,IMG-0008-00030,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\DICOM_anon\IMG-0008-00030.dcm,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\Ground\IMG-0008-00030.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,22,IMG-0008-00031,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\DICOM_anon\IMG-0008-00031.dcm,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\Ground\IMG-0008-00031.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,22,IMG-0008-00032,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\DICOM_anon\IMG-0008-00032.dcm,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\Ground\IMG-0008-00032.png
